Unnamed: 0,chromosome_id,accession,taxid,species_long_name,lineage,lineage_names,lineage_ranks,rank_dict,lineage_names_dict
101,NZ_CP013212.1,GCF_001447915.1,336810,Candidatus_Karelsulcia_muelleri_strain_PUNC_NZ_CP013212,"[1, 131567, 2, 1783270, 68336, 976, 117743, 200644, 313602, 336809, 336810]","{1: 'root', 2: 'Bacteria', 976: 'Bacteroidota', 68336: 'Bacteroidota/Chlorobiota group', 117743: 'Flavobacteriia', 131567: 'cellular organisms', 200644: 'Flavobacteriales', 313602: 'Flavobacteriales incertae sedis', 336809: 'Candidatus Karelsulcia', 336810: 'Candidatus Karelsulcia muelleri', 1783270: 'FCB group'}","{1: 'no rank', 2: 'superkingdom', 976: 'phylum', 68336: 'clade', 117743: 'class', 131567: 'no rank', 200644: 'order', 313602: 'no rank', 336809: 'genus', 336810: 'species', 1783270: 'clade'}","{'no rank': '313602', 'superkingdom': '2', 'phylum': '976', 'clade': '1783270', 'class': '117743', 'order': '200644', 'genus': '336809', 'species': '336810'}","{'1': 'root', '2': 'Bacteria', '976': 'Bacteroidota', '68336': 'Bacteroidota/Chlorobiota group', '117743': 'Flavobacteriia', '131567': 'cellular organisms', '200644': 'Flavobacteriales', '313602': 'Flavobacteriales incertae sedis', '336809': 'Candidatus Karelsulcia', '336810': 'Candidatus Karelsulcia muelleri', '1783270': 'FCB group'}"
102,NZ_CP030361.1,GCF_003491405.1,146919,ALL_Salinibacter_ruber_strain_SP73_NZ_CP030361,"[1, 131567, 2, 1783270, 68336, 1853220, 1853222, 1853224, 1853225, 146918, 146919]","{1: 'root', 2: 'Bacteria', 68336: 'Bacteroidota/Chlorobiota group', 131567: 'cellular organisms', 146918: 'Salinibacter', 146919: 'Salinibacter ruber', 1783270: 'FCB group', 1853220: 'Rhodothermota', 1853222: 'Rhodothermia', 1853224: 'Rhodothermales', 1853225: 'Salinibacteraceae'}","{1: 'no rank', 2: 'superkingdom', 68336: 'clade', 131567: 'no rank', 146918: 'genus', 146919: 'species', 1783270: 'clade', 1853220: 'phylum', 1853222: 'class', 1853224: 'order', 1853225: 'family'}","{'no rank': '131567', 'superkingdom': '2', 'clade': '1783270', 'genus': '146918', 'species': '146919', 'phylum': '1853220', 'class': '1853222', 'order': '1853224', 'family': '1853225'}","{'1': 'root', '2': 'Bacteria', '68336': 'Bacteroidota/Chlorobiota group', '131567': 'cellular organisms', '146918': 'Salinibacter', '146919': 'Salinibacter ruber', '1783270': 'FCB group', '1853220': 'Rhodothermota', '1853222': 'Rhodothermia', '1853224': 'Rhodothermales', '1853225': 'Salinibacteraceae'}"
103,NZ_CP040841.1,GCF_006874765.1,28184,ALL_Leptospira_weilii_strain_CUDO6_chromosome_I_NZ_CP040841,"[1, 131567, 2, 203691, 203692, 1643688, 170, 171, 28184]","{1: 'root', 2: 'Bacteria', 170: 'Leptospiraceae', 171: 'Leptospira', 28184: 'Leptospira weilii', 131567: 'cellular organisms', 203691: 'Spirochaetota', 203692: 'Spirochaetia', 1643688: 'Leptospirales'}","{1: 'no rank', 2: 'superkingdom', 170: 'family', 171: 'genus', 28184: 'species', 131567: 'no rank', 203691: 'phylum', 203692: 'class', 1643688: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'family': '170', 'genus': '171', 'species': '28184', 'phylum': '203691', 'class': '203692', 'order': '1643688'}","{'1': 'root', '2': 'Bacteria', '170': 'Leptospiraceae', '171': 'Leptospira', '28184': 'Leptospira weilii', '131567': 'cellular organisms', '203691': 'Spirochaetota', '203692': 'Spirochaetia', '1643688': 'Leptospirales'}"
104,NZ_QHCU01000009.1,GCF_003545925.1,2202201,Leptospira_yasudae_strain_F1_NZ_QHCU01000009,"[1, 131567, 2, 203691, 203692, 1643688, 170, 171, 2202201]","{1: 'root', 2: 'Bacteria', 170: 'Leptospiraceae', 171: 'Leptospira', 131567: 'cellular organisms', 203691: 'Spirochaetota', 203692: 'Spirochaetia', 1643688: 'Leptospirales', 2202201: 'Leptospira yasudae'}","{1: 'no rank', 2: 'superkingdom', 170: 'family', 171: 'genus', 131567: 'no rank', 203691: 'phylum', 203692: 'class', 1643688: 'order', 2202201: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'family': '170', 'genus': '171', 'phylum': '203691', 'class': '203692', 'order': '1643688', 'species': '2202201'}","{'1': 'root', '2': 'Bacteria', '170': 'Leptospiraceae', '171': 'Leptospira', '131567': 'cellular organisms', '203691': 'Spirochaetota', '203692': 'Spirochaetia', '1643688': 'Leptospirales', '2202201': 'Leptospira yasudae'}"
105,NZ_RQFA01000093.1,GCF_004770155.1,2484974,Leptospira_gomenensis_strain_201800299_NZ_RQFA01000093,"[1, 131567, 2, 203691, 203692, 1643688, 170, 171, 2484974]","{1: 'root', 2: 'Bacteria', 170: 'Leptospiraceae', 171: 'Leptospira', 131567: 'cellular organisms', 203691: 'Spirochaetota', 203692: 'Spirochaetia', 1643688: 'Leptospirales', 2484974: 'Leptospira gomenensis'}","{1: 'no rank', 2: 'superkingdom', 170: 'family', 171: 'genus', 131567: 'no rank', 203691: 'phylum', 203692: 'class', 1643688: 'order', 2484974: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'family': '170', 'genus': '171', 'phylum': '203691', 'class': '203692', 'order': '1643688', 'species': '2484974'}","{'1': 'root', '2': 'Bacteria', '170': 'Leptospiraceae', '171': 'Leptospira', '131567': 'cellular organisms', '203691': 'Spirochaetota', '203692': 'Spirochaetia', '1643688': 'Leptospirales', '2484974': 'Leptospira gomenensis'}"
106,NZ_RQHG01000008.1,GCF_004770415.1,2023186,Leptospira_adleri_strain_201601302_NZ_RQHG01000008,"[1, 131567, 2, 203691, 203692, 1643688, 170, 171, 2023186]","{1: 'root', 2: 'Bacteria', 170: 'Leptospiraceae', 171: 'Leptospira', 131567: 'cellular organisms', 203691: 'Spirochaetota', 203692: 'Spirochaetia', 1643688: 'Leptospirales', 2023186: 'Leptospira adleri'}","{1: 'no rank', 2: 'superkingdom', 170: 'family', 171: 'genus', 131567: 'no rank', 203691: 'phylum', 203692: 'class', 1643688: 'order', 2023186: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'family': '170', 'genus': '171', 'phylum': '203691', 'class': '203692', 'order': '1643688', 'species': '2023186'}","{'1': 'root', '2': 'Bacteria', '170': 'Leptospiraceae', '171': 'Leptospira', '131567': 'cellular organisms', '203691': 'Spirochaetota', '203692': 'Spirochaetia', '1643688': 'Leptospirales', '2023186': 'Leptospira adleri'}"
107,NZ_CP015218.1,GCF_001729245.1,2564040,Leptospira_tipperaryensis_strain_GWTS1_chromosome_1_NZ_CP015218,"[1, 131567, 2, 203691, 203692, 1643688, 170, 171, 2564040]","{1: 'root', 2: 'Bacteria', 170: 'Leptospiraceae', 171: 'Leptospira', 131567: 'cellular organisms', 203691: 'Spirochaetota', 203692: 'Spirochaetia', 1643688: 'Leptospirales', 2564040: 'Leptospira tipperaryensis'}","{1: 'no rank', 2: 'superkingdom', 170: 'family', 171: 'genus', 131567: 'no rank', 203691: 'phylum', 203692: 'class', 1643688: 'order', 2564040: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'family': '170', 'genus': '171', 'phylum': '203691', 'class': '203692', 'order': '1643688', 'species': '2564040'}","{'1': 'root', '2': 'Bacteria', '170': 'Leptospiraceae', '171': 'Leptospira', '131567': 'cellular organisms', '203691': 'Spirochaetota', '203692': 'Spirochaetia', '1643688': 'Leptospirales', '2564040': 'Leptospira tipperaryensis'}"
108,NZ_CP011454.1,GCF_000695095.2,1379270,Gemmatimonas_phototrophica_strain_AP64_NZ_CP011454,"[1, 131567, 2, 1783270, 142182, 219685, 219686, 219687, 173479, 1379270]","{1: 'root', 2: 'Bacteria', 131567: 'cellular organisms', 142182: 'Gemmatimonadota', 173479: 'Gemmatimonas', 219685: 'Gemmatimonadia', 219686: 'Gemmatimonadales', 219687: 'Gemmatimonadaceae', 1379270: 'Gemmatimonas phototrophica', 1783270: 'FCB group'}","{1: 'no rank', 2: 'superkingdom', 131567: 'no rank', 142182: 'phylum', 173479: 'genus', 219685: 'class', 219686: 'order', 219687: 'family', 1379270: 'species', 1783270: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '142182', 'genus': '173479', 'class': '219685', 'order': '219686', 'family': '219687', 'species': '1379270', 'clade': '1783270'}","{'1': 'root', '2': 'Bacteria', '131567': 'cellular organisms', '142182': 'Gemmatimonadota', '173479': 'Gemmatimonas', '219685': 'Gemmatimonadia', '219686': 'Gemmatimonadales', '219687': 'Gemmatimonadaceae', '1379270': 'Gemmatimonas phototrophica', '1783270': 'FCB group'}"
109,NZ_CP080467.1,GCF_022674245.1,1450,ALL_Alicyclobacillus_acidoterrestris_strain_DSM_3922_NZ_CP080467,"[1, 131567, 2, 1783272, 1239, 91061, 1385, 186823, 29330, 1450]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 1385: 'Bacillales', 1450: 'Alicyclobacillus acidoterrestris', 29330: 'Alicyclobacillus', 91061: 'Bacilli', 131567: 'cellular organisms', 186823: 'Alicyclobacillaceae', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 1385: 'order', 1450: 'species', 29330: 'genus', 91061: 'class', 131567: 'no rank', 186823: 'family', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'order': '1385', 'species': '1450', 'genus': '29330', 'class': '91061', 'family': '186823', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '1385': 'Bacillales', '1450': 'Alicyclobacillus acidoterrestris', '29330': 'Alicyclobacillus', '91061': 'Bacilli', '131567': 'cellular organisms', '186823': 'Alicyclobacillaceae', '1783272': 'Terrabacteria group'}"
110,NZ_CP024955.1,GCF_002804065.1,2055160,Kyrpidia_spormannii_strain_EA_1_NZ_CP024955,"[1, 131567, 2, 1783272, 1239, 91061, 1385, 186823, 1129704, 2055160]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 1385: 'Bacillales', 91061: 'Bacilli', 131567: 'cellular organisms', 186823: 'Alicyclobacillaceae', 1129704: 'Kyrpidia', 1783272: 'Terrabacteria group', 2055160: 'Kyrpidia spormannii'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 1385: 'order', 91061: 'class', 131567: 'no rank', 186823: 'family', 1129704: 'genus', 1783272: 'clade', 2055160: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'order': '1385', 'class': '91061', 'family': '186823', 'genus': '1129704', 'clade': '1783272', 'species': '2055160'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '1385': 'Bacillales', '91061': 'Bacilli', '131567': 'cellular organisms', '186823': 'Alicyclobacillaceae', '1129704': 'Kyrpidia', '1783272': 'Terrabacteria group', '2055160': 'Kyrpidia spormannii'}"
111,NZ_CP076401.1,GCF_018885085.1,1496,ALL_Clostridioides_difficile_strain_S_0253_NZ_CP076401,"[1, 131567, 2, 1783272, 1239, 186801, 3082720, 186804, 1870884, 1496]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 1496: 'Clostridioides difficile', 131567: 'cellular organisms', 186801: 'Clostridia', 186804: 'Peptostreptococcaceae', 1783272: 'Terrabacteria group', 1870884: 'Clostridioides', 3082720: 'Peptostreptococcales'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 1496: 'species', 131567: 'no rank', 186801: 'class', 186804: 'family', 1783272: 'clade', 1870884: 'genus', 3082720: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'species': '1496', 'class': '186801', 'family': '186804', 'clade': '1783272', 'genus': '1870884', 'order': '3082720'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '1496': 'Clostridioides difficile', '131567': 'cellular organisms', '186801': 'Clostridia', '186804': 'Peptostreptococcaceae', '1783272': 'Terrabacteria group', '1870884': 'Clostridioides', '3082720': 'Peptostreptococcales'}"
112,NZ_NIBG01000009.1,GCF_002270055.1,1478221,Anaeromicrobium_sediminis_strain_DY2726D_NZ_NIBG01000009,"[1, 131567, 2, 1783272, 1239, 186801, 3082720, 3118657, 1929105, 1478221]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 131567: 'cellular organisms', 186801: 'Clostridia', 1478221: 'Anaeromicrobium sediminis', 1783272: 'Terrabacteria group', 1929105: 'Anaeromicrobium', 3082720: 'Peptostreptococcales', 3118657: 'Thermotaleaceae'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 131567: 'no rank', 186801: 'class', 1478221: 'species', 1783272: 'clade', 1929105: 'genus', 3082720: 'order', 3118657: 'family'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'class': '186801', 'species': '1478221', 'clade': '1783272', 'genus': '1929105', 'order': '3082720', 'family': '3118657'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '131567': 'cellular organisms', '186801': 'Clostridia', '1478221': 'Anaeromicrobium sediminis', '1783272': 'Terrabacteria group', '1929105': 'Anaeromicrobium', '3082720': 'Peptostreptococcales', '3118657': 'Thermotaleaceae'}"
113,NZ_FLKM01000009.1,GCF_900086585.1,1776384,Emergencia_timonensis_strain_SN18_NZ_FLKM01000009,"[1, 131567, 2, 1783272, 1239, 186801, 3082720, 3030910, 1926556, 1776384]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 131567: 'cellular organisms', 186801: 'Clostridia', 1776384: 'Emergencia timonensis', 1783272: 'Terrabacteria group', 1926556: 'Emergencia', 3030910: 'Anaerovoracaceae', 3082720: 'Peptostreptococcales'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 131567: 'no rank', 186801: 'class', 1776384: 'species', 1783272: 'clade', 1926556: 'genus', 3030910: 'family', 3082720: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'class': '186801', 'species': '1776384', 'clade': '1783272', 'genus': '1926556', 'family': '3030910', 'order': '3082720'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '131567': 'cellular organisms', '186801': 'Clostridia', '1776384': 'Emergencia timonensis', '1783272': 'Terrabacteria group', '1926556': 'Emergencia', '3030910': 'Anaerovoracaceae', '3082720': 'Peptostreptococcales'}"
114,NZ_CP075979.1,GCF_020138775.1,1502,ALL_Clostridium_perfringens_strain_CPI_18_6_NZ_CP075979,"[1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1502]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 1485: 'Clostridium', 1502: 'Clostridium perfringens', 31979: 'Clostridiaceae', 131567: 'cellular organisms', 186801: 'Clostridia', 186802: 'Eubacteriales', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 1485: 'genus', 1502: 'species', 31979: 'family', 131567: 'no rank', 186801: 'class', 186802: 'order', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'genus': '1485', 'species': '1502', 'family': '31979', 'class': '186801', 'order': '186802', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '1485': 'Clostridium', '1502': 'Clostridium perfringens', '31979': 'Clostridiaceae', '131567': 'cellular organisms', '186801': 'Clostridia', '186802': 'Eubacteriales', '1783272': 'Terrabacteria group'}"
115,NZ_CP013019.1,GCF_001856695.1,1501,Clostridium_pasteurianum_strain_M150B_NZ_CP013019,"[1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1501]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 1485: 'Clostridium', 1501: 'Clostridium pasteurianum', 31979: 'Clostridiaceae', 131567: 'cellular organisms', 186801: 'Clostridia', 186802: 'Eubacteriales', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 1485: 'genus', 1501: 'species', 31979: 'family', 131567: 'no rank', 186801: 'class', 186802: 'order', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'genus': '1485', 'species': '1501', 'family': '31979', 'class': '186801', 'order': '186802', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '1485': 'Clostridium', '1501': 'Clostridium pasteurianum', '31979': 'Clostridiaceae', '131567': 'cellular organisms', '186801': 'Clostridia', '186802': 'Eubacteriales', '1783272': 'Terrabacteria group'}"
116,NZ_CP027782.1,GCF_003013635.1,1513,Clostridium_tetani_strain_Mfbjulcb2_NZ_CP027782,"[1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1513]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 1485: 'Clostridium', 1513: 'Clostridium tetani', 31979: 'Clostridiaceae', 131567: 'cellular organisms', 186801: 'Clostridia', 186802: 'Eubacteriales', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 1485: 'genus', 1513: 'species', 31979: 'family', 131567: 'no rank', 186801: 'class', 186802: 'order', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'genus': '1485', 'species': '1513', 'family': '31979', 'class': '186801', 'order': '186802', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '1485': 'Clostridium', '1513': 'Clostridium tetani', '31979': 'Clostridiaceae', '131567': 'cellular organisms', '186801': 'Clostridia', '186802': 'Eubacteriales', '1783272': 'Terrabacteria group'}"
117,NC_010320.1,GCF_000019065.1,399726,Thermoanaerobacter_sp_X514_NC_010320,"[1, 131567, 2, 1783272, 1239, 186801, 68295, 186814, 1754, 2636821, 399726]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 1754: 'Thermoanaerobacter', 68295: 'Thermoanaerobacterales', 131567: 'cellular organisms', 186801: 'Clostridia', 186814: 'Thermoanaerobacteraceae', 399726: 'Thermoanaerobacter sp. X514', 1783272: 'Terrabacteria group', 2636821: 'unclassified Thermoanaerobacter'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 1754: 'genus', 68295: 'order', 131567: 'no rank', 186801: 'class', 186814: 'family', 399726: 'species', 1783272: 'clade', 2636821: 'no rank'}","{'no rank': '2636821', 'superkingdom': '2', 'phylum': '1239', 'genus': '1754', 'order': '68295', 'class': '186801', 'family': '186814', 'species': '399726', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '1754': 'Thermoanaerobacter', '68295': 'Thermoanaerobacterales', '131567': 'cellular organisms', '186801': 'Clostridia', '186814': 'Thermoanaerobacteraceae', '399726': 'Thermoanaerobacter sp. X514', '1783272': 'Terrabacteria group', '2636821': 'unclassified Thermoanaerobacter'}"
118,NZ_CP047602.1,GCF_009905255.1,47490,Thermoanaerobacterium_aotearoense_strain_SCUT27_NZ_CP047602,"[1, 131567, 2, 1783272, 1239, 186801, 68295, 186814, 28895, 47490]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 28895: 'Thermoanaerobacterium', 47490: 'Thermoanaerobacterium aotearoense', 68295: 'Thermoanaerobacterales', 131567: 'cellular organisms', 186801: 'Clostridia', 186814: 'Thermoanaerobacteraceae', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 28895: 'genus', 47490: 'species', 68295: 'order', 131567: 'no rank', 186801: 'class', 186814: 'family', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'genus': '28895', 'species': '47490', 'order': '68295', 'class': '186801', 'family': '186814', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '28895': 'Thermoanaerobacterium', '47490': 'Thermoanaerobacterium aotearoense', '68295': 'Thermoanaerobacterales', '131567': 'cellular organisms', '186801': 'Clostridia', '186814': 'Thermoanaerobacteraceae', '1783272': 'Terrabacteria group'}"
119,NZ_LR746496.1,GCF_902729405.1,1561005,Acididesulfobacillus_acetoxydans_strain_PacBioINE_chromosome_1_NZ_LR746496,"[1, 131567, 2, 1783272, 1239, 186801, 186802, 186807, 2924872, 1561005]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 131567: 'cellular organisms', 186801: 'Clostridia', 186802: 'Eubacteriales', 186807: 'Peptococcaceae', 1561005: 'Acididesulfobacillus acetoxydans', 1783272: 'Terrabacteria group', 2924872: 'Acididesulfobacillus'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 131567: 'no rank', 186801: 'class', 186802: 'order', 186807: 'family', 1561005: 'species', 1783272: 'clade', 2924872: 'genus'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'class': '186801', 'order': '186802', 'family': '186807', 'species': '1561005', 'clade': '1783272', 'genus': '2924872'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '131567': 'cellular organisms', '186801': 'Clostridia', '186802': 'Eubacteriales', '186807': 'Peptococcaceae', '1561005': 'Acididesulfobacillus acetoxydans', '1783272': 'Terrabacteria group', '2924872': 'Acididesulfobacillus'}"
120,NZ_CP012370.1,GCF_001267435.1,1525,Moorella_thermoacetica_strain_DSM_2955_NZ_CP012370,"[1, 131567, 2, 1783272, 1239, 186801, 3039167, 3039168, 44260, 1525]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 1525: 'Moorella thermoacetica', 44260: 'Moorella', 131567: 'cellular organisms', 186801: 'Clostridia', 1783272: 'Terrabacteria group', 3039167: 'Moorellales', 3039168: 'Moorellaceae'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 1525: 'species', 44260: 'genus', 131567: 'no rank', 186801: 'class', 1783272: 'clade', 3039167: 'order', 3039168: 'family'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'species': '1525', 'genus': '44260', 'class': '186801', 'clade': '1783272', 'order': '3039167', 'family': '3039168'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '1525': 'Moorella thermoacetica', '44260': 'Moorella', '131567': 'cellular organisms', '186801': 'Clostridia', '1783272': 'Terrabacteria group', '3039167': 'Moorellales', '3039168': 'Moorellaceae'}"
121,NZ_CP017830.1,GCF_001858005.1,185008,ALL_Butyrivibrio_hungatei_strain_MB2003_chromosome_I_NZ_CP017830,"[1, 131567, 2, 1783272, 1239, 186801, 3085636, 186803, 830, 185008]","{1: 'root', 2: 'Bacteria', 830: 'Butyrivibrio', 1239: 'Bacillota', 131567: 'cellular organisms', 185008: 'Butyrivibrio hungatei', 186801: 'Clostridia', 186803: 'Lachnospiraceae', 1783272: 'Terrabacteria group', 3085636: 'Lachnospirales'}","{1: 'no rank', 2: 'superkingdom', 830: 'genus', 1239: 'phylum', 131567: 'no rank', 185008: 'species', 186801: 'class', 186803: 'family', 1783272: 'clade', 3085636: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '830', 'phylum': '1239', 'species': '185008', 'class': '186801', 'family': '186803', 'clade': '1783272', 'order': '3085636'}","{'1': 'root', '2': 'Bacteria', '830': 'Butyrivibrio', '1239': 'Bacillota', '131567': 'cellular organisms', '185008': 'Butyrivibrio hungatei', '186801': 'Clostridia', '186803': 'Lachnospiraceae', '1783272': 'Terrabacteria group', '3085636': 'Lachnospirales'}"
122,NZ_CP022464.1,GCF_002234575.1,208479,ALL_Enterocloster_bolteae_strain_ATCC_BAA_613_NZ_CP022464,"[1, 131567, 2, 1783272, 1239, 186801, 3085636, 186803, 2719313, 208479]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 131567: 'cellular organisms', 186801: 'Clostridia', 186803: 'Lachnospiraceae', 208479: 'Enterocloster bolteae', 1783272: 'Terrabacteria group', 2719313: 'Enterocloster', 3085636: 'Lachnospirales'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 131567: 'no rank', 186801: 'class', 186803: 'family', 208479: 'species', 1783272: 'clade', 2719313: 'genus', 3085636: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'class': '186801', 'family': '186803', 'species': '208479', 'clade': '1783272', 'genus': '2719313', 'order': '3085636'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '131567': 'cellular organisms', '186801': 'Clostridia', '186803': 'Lachnospiraceae', '208479': 'Enterocloster bolteae', '1783272': 'Terrabacteria group', '2719313': 'Enterocloster', '3085636': 'Lachnospirales'}"
123,NZ_WNME01000009.1,GCF_009721605.1,154046,Hungatella_hathewayi_strain_123Y_2_NZ_WNME01000009,"[1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1649459, 154046]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 31979: 'Clostridiaceae', 131567: 'cellular organisms', 154046: 'Hungatella hathewayi', 186801: 'Clostridia', 186802: 'Eubacteriales', 1649459: 'Hungatella', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 31979: 'family', 131567: 'no rank', 154046: 'species', 186801: 'class', 186802: 'order', 1649459: 'genus', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'family': '31979', 'species': '154046', 'class': '186801', 'order': '186802', 'genus': '1649459', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '31979': 'Clostridiaceae', '131567': 'cellular organisms', '154046': 'Hungatella hathewayi', '186801': 'Clostridia', '186802': 'Eubacteriales', '1649459': 'Hungatella', '1783272': 'Terrabacteria group'}"
124,NZ_JAAWUO010000009.1,GCF_013304825.1,180164,Blautia_schinkii_strain_MSK_6_26_NZ_JAAWUO010000009,"[1, 131567, 2, 1783272, 1239, 186801, 3085636, 186803, 572511, 180164]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 131567: 'cellular organisms', 180164: 'Blautia schinkii', 186801: 'Clostridia', 186803: 'Lachnospiraceae', 572511: 'Blautia', 1783272: 'Terrabacteria group', 3085636: 'Lachnospirales'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 131567: 'no rank', 180164: 'species', 186801: 'class', 186803: 'family', 572511: 'genus', 1783272: 'clade', 3085636: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'species': '180164', 'class': '186801', 'family': '186803', 'genus': '572511', 'clade': '1783272', 'order': '3085636'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '131567': 'cellular organisms', '180164': 'Blautia schinkii', '186801': 'Clostridia', '186803': 'Lachnospiraceae', '572511': 'Blautia', '1783272': 'Terrabacteria group', '3085636': 'Lachnospirales'}"
125,NZ_CP111084.1,GCF_026278305.1,33038,Mediterraneibacter_gnavus_strain_JCM6515_NZ_CP111084,"[1, 131567, 2, 1783272, 1239, 186801, 3085636, 186803, 2316020, 33038]","{1: 'root', 2: 'Bacteria', 1239: 'Bacillota', 33038: 'Mediterraneibacter gnavus', 131567: 'cellular organisms', 186801: 'Clostridia', 186803: 'Lachnospiraceae', 1783272: 'Terrabacteria group', 2316020: 'Mediterraneibacter', 3085636: 'Lachnospirales'}","{1: 'no rank', 2: 'superkingdom', 1239: 'phylum', 33038: 'species', 131567: 'no rank', 186801: 'class', 186803: 'family', 1783272: 'clade', 2316020: 'genus', 3085636: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1239', 'species': '33038', 'class': '186801', 'family': '186803', 'clade': '1783272', 'genus': '2316020', 'order': '3085636'}","{'1': 'root', '2': 'Bacteria', '1239': 'Bacillota', '33038': 'Mediterraneibacter gnavus', '131567': 'cellular organisms', '186801': 'Clostridia', '186803': 'Lachnospiraceae', '1783272': 'Terrabacteria group', '2316020': 'Mediterraneibacter', '3085636': 'Lachnospirales'}"
